thread	id	link	text	parent_id	has_media	review_relevance	review_aspect	review_kind	review_summary	review_quote	review_context_ids	review_note	model_relevance	model_aspect	model_kind	model_summary	model_context_ids	relevance_agrees	summary_review	model_review_note
5296	379890	https://t.me/don_invest/5296?comment=379890	"Чет не врубаюсь. Вроде бы намайнил, пишет:
Not sent
Not enough ether for the price and the gas"		False	relevant	usage	experience	Сообщает, что после майнинга получил ошибку нехватки ether на цену и газ.	Not enough ether for the price and the gas	[]		relevant	usage	experience	Сообщает, что намайнил, но не может отправить из-за нехватки ether для цены и газа.	[]	True	faithful	
5296	379891	https://t.me/don_invest/5296?comment=379891	на кошеле 7 баксов в эфире сети robinhood		False	relevant	usage	experience	Сообщает о балансе в эфире на 7 баксов в сети Robinhood.	на кошеле 7 баксов в эфире сети robinhood	[]		relevant	usage	experience	Уточняет, что на кошельке 7 долларов в эфире сети Robinhood.	['379890']	True	faithful	Пересказ верен, но context_ids=[379890] незаконен: сосед не предок. Собственный текст достаточен; context_ids=[].
5296	379892	https://t.me/don_invest/5296?comment=379892	Так ты глянь цену минта	379891	False	relevant	usage	other	Советует проверить цену минта в ответ на сообщение о балансе в ETH.	Так ты глянь цену минта	['379891']		relevant	usage	other	Советует посмотреть цену минта.	['379891']	True	faithful	
5296	379893	https://t.me/don_invest/5296?comment=379893	где глянуть?		False	unclear		question			[]	Вопрос «где глянуть» без reply-связи; ETH лишь в соседних репликах.	unrelated		question		[]	False	not_applicable	
5296	379895	https://t.me/don_invest/5296?comment=379895	Такой же вопрос, 55$ в сети тоже не хватило	379890	False	relevant	usage	experience	Сообщает, что 55$ в сети тоже не хватило, отвечая на ошибку нехватки ether для оплаты.	Такой же вопрос, 55$ в сети тоже не хватило	['379890']		relevant	usage	experience	Сообщает, что у него та же проблема: 55 долларов в сети не хватило.	['379890']	True	faithful	
5296	379896	https://t.me/don_invest/5296?comment=379896	Ошибка таже		False	unclear		other			[]	Какая именно ошибка, известно только из соседних сообщений, не из цепочки.	unrelated		experience		[]	False	not_applicable	
5296	379897	https://t.me/don_invest/5296?comment=379897	Дак там же написано цена минта 0,16 eth примерно, 55$ маловато будет.		False	relevant	usage	opinion	Указывает цену минта около 0,16 ETH и считает 55$ недостаточными.	Дак там же написано цена минта 0,16 eth примерно, 55$ маловато будет.	[]		relevant	market	experience	Объясняет, что цена минта 0.16 eth, поэтому 55 долларов мало.	[]	True	partial	Опущено «примерно» перед 0.16 ETH. Вернуть приближение, aspect=usage.
5296	379898	https://t.me/don_invest/5296?comment=379898	Что только не придумают, чтоб развести народ на бабки😂		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379899	https://t.me/don_invest/5296?comment=379899	Да уже закинул 500 все равно не получается заминтить, ошибка при переводе…	379898	False	unclear		other			[]	Оплата/перевод 500 без валюты; родитель не упоминает ETH. Доллары добавлять нельзя.	relevant	usage	experience	Сообщает, что закинул 500 долларов, но всё равно не получается заминтить — ошибка при переводе.	['379898']	False	unsupported	Добавлена валюта USD. Исправить: «Автор закинул 500, но минт не проходит: ошибка при переводе»; связь с ETH не установлена.
5296	379904	https://t.me/don_invest/5296?comment=379904	Кошелёк законектил с сайтом и если на сам кошелёк нажать когда сконектил, там есть профиль. Можно посмотреть сколько отображается на балансе.		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379905	https://t.me/don_invest/5296?comment=379905	Но лучше не связываться, всё равно обманут😁		False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379908	https://t.me/don_invest/5296?comment=379908	Короче заминтил, это метамаск мозг делал, осталось продать в профит…		False	unrelated		experience			[]	Успех минта и сбой MetaMask не означают, что реплика именно об ETH.	relevant	usage	experience	Сообщает, что заминтил — проблема была в MetaMask, осталось продать.	[]	False	faithful	
5296	379909	https://t.me/don_invest/5296?comment=379909	Да это наверное будет самое сложное, этих нфт там уже 5732 штуки, цена самой дёшевой была около 0.16 eth, сейчас опустилась к 0.14 уже	379908	False	relevant	usage	opinion	Сомневается в лёгкости продажи NFT с прибылью: сообщает о снижении минимальной цены с примерно 0.16 ETH до 0.14.	цена самой дёшевой была около 0.16 eth, сейчас опустилась к 0.14 уже	['379908']		relevant	market	experience	Сообщает, что NFT уже 5732 штуки, самая дешёвая стоила около 0.16 eth, сейчас опустилась к 0.14.	['379908']	True	faithful	
5296	379911	https://t.me/don_invest/5296?comment=379911	Сколько за минт отдал? На какой карте замайнил?	379908	False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	relevant	usage	question	Спрашивает, сколько отдал за минт и на какой карте замайнил.	['379908']	False	faithful	
5296	379912	https://t.me/don_invest/5296?comment=379912	Да они сейчас любой картой майнится быстро. Цена за минт от 0.16+ начинается уже. Всё не выгодно уже. Обманули как обычно😂		False	unclear		other			[]	Цена минта 0.16+ без валюты и reply-связи. ETH у соседей не подтверждает валюту этой реплики.	relevant	market	opinion	Считает, что майнится любой картой, но цена минта от 0.16+ — уже невыгодно, обманули.	[]	False	faithful	
5296	379913	https://t.me/don_invest/5296?comment=379913	3070 да я из уже штук 10 замайнил не мог просто метамаск отработать	379911	False	unrelated		experience			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	relevant	usage	experience	Отвечает, что на 3070 замайнил уже штук 10, проблема была в MetaMask.	['379911']	False	faithful	
5296	379914	https://t.me/don_invest/5296?comment=379914	Да, так и есть походу. Но вроде можно сжечь за 1000 их крипты бля пздц	379912	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	relevant	usage	experience	Соглашается, что так и есть, но упоминает возможность сжечь за 1000 их крипты.	['379912']	False	faithful	
5296	379918	https://t.me/don_invest/5296?comment=379918	"Капец как так? 
У меня 5070 ни одного минта до сих пор. Или ты с самого начала прям майнишь?"	379913	False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		question		[]	True	not_applicable	
5296	379919	https://t.me/don_invest/5296?comment=379919	Уже не надо, в первые сутки норм профит был	379918	False	unrelated		opinion			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		opinion		[]	True	not_applicable	
5296	379920	https://t.me/don_invest/5296?comment=379920	Да утром запустил	379918	False	unrelated		experience			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379927	https://t.me/don_invest/5296?comment=379927	кто тебе мешал посмотреть стоимость флора и стоимость минта ?)	379914	False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	relevant	market	question	Риторически спрашивает, кто мешал посмотреть стоимость флора и минта.	['379914']	False	faithful	
5296	379928	https://t.me/don_invest/5296?comment=379928	Вроде никто, хотелось победить сам процесс	379927	False	unrelated		experience			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	relevant	other	experience	Отвечает, что хотелось победить сам процесс.	['379927']	False	faithful	
5296	379929	https://t.me/don_invest/5296?comment=379929	Печально конечно	379914	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	relevant	other	opinion	Выражает сожаление: печально.	['379914']	False	faithful_context_needed	Выражение сожаления верно пересказано. Не самостоятельный аргумент и не ETH-реплика.
5296	379931	https://t.me/don_invest/5296?comment=379931	Это скок вышло	379914	False	unrelated		other			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	relevant	usage	question	Спрашивает, сколько вышло.	['379914']	False	faithful	
5296	379933	https://t.me/don_invest/5296?comment=379933	У меня на 3050 показало 6 дней, закрыл нафиг))		False	unrelated		experience			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		experience		[]	True	not_applicable	
5296	379937	https://t.me/don_invest/5296?comment=379937	Запустил на 1070 Ti, почти сразу дало сминтить, но у меня бабок нет)		False	unrelated		experience			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	relevant	usage	experience	Сообщает, что на 1070 Ti почти сразу дало сминтить, но нет денег.	[]	False	faithful	
5296	379938	https://t.me/don_invest/5296?comment=379938	потому что 0 конкуренции в сети	379937	False	unrelated		opinion			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	relevant	market	opinion	Объясняет, что потому что 0 конкуренции в сети.	['379937']	False	faithful	
5296	379939	https://t.me/don_invest/5296?comment=379939	Там уже и цена на минт такая же как флор на опенси	379938	False	unrelated		other			[]	Сравнение цены минта с флором NFT; ETH нет в предках 379938/379937/посте.	relevant	market	experience	Сообщает, что цена на минт уже такая же, как флор на OpenSea.	['379938']	False	faithful	
5296	379940	https://t.me/don_invest/5296?comment=379940	выше	379939	False	unrelated		other			[]	«Выше» корректирует соотношение цен минта и флора у родителя, а не пустая реплика; к ETH явно не привязана.	relevant	market	opinion	Поправляет, что выше.	['379939']	False	faithful_context_needed	«Выше» исправляет родителя: цена минта выше флора. Осмысленно, но цепочка не устанавливает ETH.
5296	379999	https://t.me/don_invest/5296?comment=379999	Гайс, кто трафик лить умеет? В лс		False	unrelated		question			[]	Обсуждается другой предмет; наличие ETH-поста/дальнего предка само по себе недостаточно.	unrelated		other		[]	True	not_applicable	
